line_100,49.28
line_101,47.2
line_105,51.04
line_109,44.96
line_129,33.0847457627119
line_136,63.04
line_138,47.8367346938776
line_142,38.4
line_149,35.84
line_153,40.32
line_158,51
line_161,42.4489795918367
line_176,40.6153846153846
line_177,33.44
line_181,48.64
line_189,59.2
line_195,49.44
line_208,49.3333333333333
line_21,36.7719298245614
line_217,60.32
line_223,45.0434782608696
line_227,39.36
line_228,46.88
line_229,33.3333333333333
line_233,66.56
line_235,49.9555555555556
line_237,36.64
line_239,46.08
line_26,34.1052631578947
line_28,43.36
line_280,45.6666666666667
line_287,46.72
line_301,54.2022471910112
line_303,48.32
line_304,59.68
line_306,51.36
line_307,70.2978723404255
line_309,48.64
line_31,72
line_310,41.3333333333333
line_313,39.8333333333333
line_315,54.0408163265306
line_317,27.6666666666667
line_318,40.4897959183673
line_319,54.0408163265306
line_32,32.32
line_320,54.3673469387755
line_321,43.7446808510638
line_324,36.6315789473684
line_325,40.8510638297872
line_332,28.4081632653061
line_335,49.92
line_336,44.0816326530612
line_338,41.6326530612245
line_340,48.64
line_348,40.6274509803922
line_350,38.6938775510204
line_352,36.8
line_354,49.12
line_355,52.48
line_356,46
line_357,48.8163265306122
line_358,34.56
line_359,40.64
line_360,43.68
line_361,30.72
line_362,65.4358974358974
line_365,45.0612244897959
line_367,52.734693877551
line_370,32.6666666666667
line_371,43.68
line_373,57.28
line_374,39.1489361702128
line_375,44.6666666666667
line_377,52.2448979591837
line_379,55.1666666666667
line_38,37.8775510204082
line_380,29.12
line_381,35.52
line_382,46.530612244898
line_383,39.0857142857143
line_385,49.12
line_386,25.4545454545455
line_390,37.0909090909091
line_391,30.24
line_392,36.32
line_395,40
line_397,39.8367346938776
line_399,37.92
line_40,41.6
line_405,45.3877551020408
line_406,41.6
line_409,42.24
line_41,55.3962264150943
line_42,21.28
line_426,42.1224489795918
line_427,42.4
line_437,45.3084112149533
line_439,37.12
line_440,40.3333333333333
line_441,53.4831460674157
line_443,49.92
line_45,36.32
line_461,26.6122448979592
line_48,56.32
line_486,45.92
line_49,49.3061224489796
line_491,46.72
line_492,61.4492753623188
line_502,30.88
line_505,33.7959183673469
line_508,59.04
line_513,36.48
line_517,47.68
line_528,40.8163265306122
line_530,51.04
line_531,43.4666666666667
line_535,40.3404255319149
line_551,36.8
line_555,41.44
line_559,48.6530612244898
line_563,38.4
line_566,44.32
line_57,34.56
line_584,46.88
line_589,49
line_59,35.52
line_595,37.3333333333333
line_596,47.36
line_627,40.96
line_630,45.2
line_634,42.6666666666667
line_639,37.8775510204082
line_642,55.7714285714286
line_646,64.48
line_69,35
line_703,48
line_705,67.6666666666667
line_707,57.6666666666667
line_712,35.2
line_714,44
line_716,43.52
line_721,49.3333333333333
line_727,36.1411764705882
line_73,51.1020408163265
line_730,53.92
line_732,30.08
line_737,45.28
line_738,34.88
line_748,40.96
line_75,67.84
line_757,40.3333333333333
line_761,51.84
line_765,34.6122448979592
line_774,50.08
line_776,57.92
line_783,50.1224489795918
line_786,45.7142857142857
line_787,53.44
line_790,58.4
line_796,55.3191489361702
line_799,60.5
line_801,46.4
line_802,52.8
line_804,37.0149253731343
line_805,47.1666666666667
line_808,39.0204081632653
line_810,53.0612244897959
line_812,71.52
line_818,43.04
line_819,33.7959183673469
line_820,47.5
line_821,57.2
line_822,54.530612244898
line_83,56.96
line_832,55.8367346938776
line_837,55.3333333333333
line_843,65.12
line_849,59.9183673469388
line_85,47.68
line_850,40
line_852,50.6666666666667
line_853,51.2340425531915
line_855,44.6666666666667
line_857,56.8163265306122
line_859,47.1836734693878
line_861,34.2608695652174
line_879,40.8
line_88,69.92
line_882,54.0408163265306
line_884,41.0181818181818
line_887,47.8333333333333
line_890,38.08
line_892,38.72
line_894,43.36
line_897,58.24
line_900,41.8333333333333
line_907,45.28
line_908,54.530612244898
line_91,49.76
line_911,35.68
line_913,57.76
line_93,34.88
