line_100,77.92
line_101,57.76
line_105,73.12
line_109,53.44
line_129,42.7755102040816
line_136,104.32
line_138,59.52
line_142,59.265306122449
line_149,47
line_153,59.04
line_158,77.0612244897959
line_161,53.76
line_176,54.2040816326531
line_177,53.7142857142857
line_181,56.96
line_189,57.6
line_195,65.6
line_208,53.6
line_21,74.72
line_217,106.56
line_223,68.1666666666667
line_227,52.16
line_228,65.9591836734694
line_229,39.3469387755102
line_233,73.1428571428571
line_235,71.3333333333333
line_237,53.6
line_239,59.2280701754386
line_26,39.1111111111111
line_28,50.08
line_280,69.8333333333333
line_287,64.6530612244898
line_301,66.4
line_303,54.72
line_304,68.96
line_306,65.3333333333333
line_307,75.7446808510638
line_309,62.2040816326531
line_31,72.1194029850746
line_310,55.1724137931034
line_313,72.8163265306122
line_315,51.84
line_317,48.64
line_318,59.7446808510638
line_319,64.8333333333333
line_32,56.16
line_320,87.52
line_321,52
line_324,34.4489795918367
line_325,43.68
line_332,47.52
line_335,69.12
line_336,75.1020408163265
line_338,61.28
line_340,57.6326530612245
line_348,50.08
line_350,53
line_352,45.6
line_354,57.9591836734694
line_355,66.24
line_356,83.1020408163265
line_357,63.68
line_358,55.3469387755102
line_359,51.84
line_360,53.7142857142857
line_361,55.84
line_362,74.8070175438596
line_365,50.5
line_367,60.8
line_370,55.04
line_371,57.12
line_373,72.16
line_374,60.48
line_375,66.72
line_377,64.1632653061225
line_379,88.1818181818182
line_38,44.7142857142857
line_380,42.24
line_381,42.3829787234043
line_382,67.5
line_383,58.6
line_385,71.8367346938775
line_386,37.7543859649123
line_390,44.734693877551
line_391,63.2
line_392,51.52
line_395,59.84
line_397,50
line_399,55.52
line_40,67.3333333333333
line_405,58.72
line_406,59.063829787234
line_409,51.04
line_41,77.7142857142857
line_42,39.8367346938776
line_426,54.5964912280702
line_427,53.2525252525253
line_437,64.5137614678899
line_439,50.5
line_440,70.3505154639175
line_441,69.12
line_443,58.08
line_45,49.44
line_461,40.48
line_48,78.88
line_486,68.8
line_49,66.08
line_491,78.4
line_492,70.2666666666667
line_502,42.6122448979592
line_505,41.6326530612245
line_508,52.96
line_513,44.64
line_517,44.32
line_528,61.2244897959184
line_530,71.340206185567
line_531,56
line_535,60.8
line_551,55.84
line_555,50.88
line_559,54.530612244898
line_563,57.76
line_566,59.84
line_57,48.64
line_584,62.08
line_589,64.32
line_59,45.0612244897959
line_595,56.8163265306122
line_596,70.88
line_627,48.48
line_630,68.0888888888889
line_634,55.5102040816327
line_639,56.8
line_642,89
line_646,77.7142857142857
line_69,49.6326530612245
line_703,45.6
line_705,74.6666666666667
line_707,80.4897959183673
line_712,39.84
line_714,74.6122448979592
line_716,87.04
line_721,63.3333333333333
line_727,46.7058823529412
line_73,73.92
line_730,68.734693877551
line_732,40
line_737,66.4
line_738,46.08
line_748,63.68
line_75,90.24
line_757,54.5454545454545
line_761,54.88
line_765,38.08
line_774,60.64
line_776,79.68
line_783,60
line_786,64.16
line_787,59.5744680851064
line_790,71.6734693877551
line_796,62.72
line_799,72.8
line_801,58.4489795918367
line_802,66.24
line_804,54.5671641791045
line_805,55.0204081632653
line_808,42.7755102040816
line_810,61.3877551020408
line_812,91.2
line_818,69
line_819,49.92
line_820,64.3333333333333
line_821,65.6
line_822,77.7142857142857
line_83,55.52
line_832,65.7777777777778
line_837,67.2432432432432
line_843,75.4042553191489
line_849,76.1739130434783
line_85,43.04
line_850,45.8666666666667
line_852,66.7755102040816
line_853,56.3265306122449
line_855,51.4285714285714
line_857,57.469387755102
line_859,64.96
line_861,50.8936170212766
line_879,57.3061224489796
line_88,50.9387755102041
line_882,89.28
line_884,50.8936170212766
line_887,73.6666666666667
line_890,50.2857142857143
line_892,64
line_894,64.16
line_897,63.6734693877551
line_900,50.4
line_907,59.52
line_908,68.64
line_91,71.36
line_911,44.0816326530612
line_913,78.88
line_93,57.12
